,Image_id,Text,label_list,object_list
4321,42903.png,"those stupid basterds
thought it was a real shower
","['Roof', 'Human', 'Photo caption', 'Roofer', 'Asphalt', 'Adaptation', 'Photography', 'Concrete', 'Floor']","['Person', 'Shoe', 'Shoe', 'Top', 'Footwear']"
4322,42931.png,"when you'res high as fuck and
hear a loud sound
the fuck was that
","['Cat', 'Small to medium-sized cats', 'Felidae', 'Whiskers', 'European shorthair', 'Domestic short-haired cat', 'Photo caption', 'Tabby cat', 'American wirehair', 'Carnivore']",['Cat']
4323,42936.png,"dark humour is like a child vith cancer
it doesn't get old
","['Photo caption', 'Gesture', 'Suit', 'Finger', 'Businessperson', 'Photography', 'Thumb', 'Hand', 'White-collar worker', 'Business']","['Tie', 'Person', 'Shirt']"
4324,42953.png,"its their character
nọt their color
that matters
","['Photo caption', 'Forehead', 'Internet meme', 'Font', 'Photography', 'Media']","['Person', 'Person', 'Clothing']"
4325,42958.png,"if you wantto find
out if you're gay
PRE
poop in your hand and
jack off
","['Internet meme', 'Photo caption', 'Photography', 'Glasses', 'Eyewear', 'Humour']","['Glasses', 'Person', 'Scarf']"
4326,42961.png,"martin luther king jr
rallying the community (1963)
","['People', 'Photo caption', 'Font', 'Photography', 'History', 'Crowd', 'Team']","['Person', 'Clothing']"
4327,42967.png,"wherever they gO
destruction follows
","['Adaptation', 'Soil', 'Organism', 'Pest', 'Font', 'Plant', 'Photo caption']",[]
4328,42970.png,"nothing impedes
a champion
","['Photo caption', 'Internet meme', 'Font', 'Photography', 'Media', 'Fictional character']","['Hat', 'Person', 'Person']"
4329,42975.png,"when youtre sill tucked trom last ntgits benier
and sunglasses aren't gonna cut it
","['Blue', 'Clothing', 'Cobalt blue', 'Jeans', 'Azure', 'Dress', 'Denim', 'Electric blue', 'Outerwear', 'Textile']",['Outerwear']
4330,42983.png,"i protested trump today mommy
0000h, who's my big boy
","['Junk food', 'Photo caption', 'Eating', 'Friendship', 'Human', 'Mouth', 'Fun', 'Photography', 'Internet meme', 'Happy']","['Glasses', 'Person', 'Food']"
4331,42986.png,"""this happens to 1/3 of women
2/3 arentdoing theirjob""
","['Child', 'Baby', 'Skin', 'Photo caption', 'Comfort', 'Hand', 'Leg', 'Font', 'Happy', 'Toddler']","['Person', 'Top']"
4332,42987.png,"i'm not saying that ihate donald trump
but i'd unplug his life support to charge my cellphone
","['Gesture', 'Businessperson', 'Photography', 'Photo caption', 'Finger', 'Stock photography', 'Adaptation', 'Hand', 'Thumb', 'World']","['Tie', 'Person', 'Person', 'Person', 'Outerwear']"
4333,43015.png,"farm equipment and
livestock don't mix
","['Dairy cow', 'Bovine', 'Pasture', 'Grazing', 'Grass', 'Grassland', 'Adaptation', 'Terrestrial animal', 'Livestock', 'Photo caption']","['Cattle', 'Dog', 'Animal']"
4334,43025.png,"that chicken was so black
the police.justarrested it
","['Photo caption', 'Photography', 'Font', 'Internet meme', 'Media']","['Hat', 'Person', 'Person', 'Microphone', 'Clothing']"
4335,43026.png,"when you haven't stolen anything,
used snap benefits
or been loud at the movies
for a few weeks
","['Text', 'Black-and-white', 'Photo caption', 'Photography', 'Sitting', 'Monochrome photography', 'Album cover', 'Style']","['Person', 'Person', 'Furniture']"
4336,43051.png,"1024th native american
JASHINGTON
IDEAS FORUM
WASHINGTON
DEAS FORUM
1024/1024th your president
","['People', 'Human', 'Photography', 'Headgear', 'Poster', 'Photomontage', 'Adaptation', 'Art', 'Collage', 'Stock photography']","['Tie', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Person', 'Glasses', 'Person', 'Suit']"
4337,43052.png,"ah, quit your screaming
i washed my paws in the toilet bowl
after i used the litterbox.
","['Cat', 'Small to medium-sized cats', 'Felidae', 'Photo caption', 'Whiskers', 'Domestic short-haired cat', 'European shorthair', 'Asian', 'Tabby cat', 'Carnivore']","['Cat', 'Food']"
4338,43065.png,"really ? eating pork is a sin
but marriage to a 6 year old is ok
","['Photograph', 'Dress', 'Gown', 'Event', 'Photo caption', 'Wedding dress', 'Bride', 'Ceremony', 'Classic', 'Bridal party dress']","['Dress', 'Person', 'Dress', 'Dress', 'Dress', 'Person', 'Dress', 'Person', 'Person', 'Person']"
4339,43078.png,"i don't always have a heat stroke
and get frostbite in the same week
WHEN I STOP TALKING.
YOU'LL KNOW I'M DEAD
TOMIES FH
UARIVE MAN
but when i do İ
know i'm in kentucky
INTRAUB
NENISTOP TALKING
ANDWIN DEAD
","['Photo caption', 'Font', 'Media', 'Author']","['Person', 'Book']"
4340,43082.png,"this is why today in order to
""handle a strong black woman""
you need a leash for that bitch
feminist
black feminist
","['Dog breed', 'Canidae', 'Dog', 'Photo caption', 'Font', 'Companion dog', 'American pit bull terrier', 'Sporting Group', 'Adaptation', 'Carnivore']","['Person', 'Outerwear', 'Person', 'Animal']"
4341,43085.png,"last year tyrone got a new job,
started building his credit,
and spending more time with his kids
then something amazing started to happen!
","['Photo caption', 'Cool', 'Font', 'Facial hair', 'Photography', 'Adaptation', 'Smile', 'Happy', 'Internet meme', 'Beard']","['Person', 'Clothing']"
4342,43087.png,"back in the day
when you couldn't hide
behind a computer screen
","['Text', 'Photo caption', 'Friendship', 'Interaction', 'Photography', 'Font', 'Adaptation', 'Love']","['Footwear', 'Footwear', 'Shoe', 'Footwear', 'Person', 'Shoe', 'Clothing', 'Shorts']"
4343,43089.png,"let's get something straight:
hero.
not a hero.
","['Hair', 'Face', 'Hairstyle', 'Eyebrow', 'Forehead', 'Chin', 'Lip', 'Skin', 'Head', 'Nose']","['Person', 'Person', 'Helmet', 'Clothing', 'Glasses']"
4344,43092.png,"pretty much
sums up islam
","['Photo caption', 'Font', 'Adaptation', 'Photography', 'Pray']","['Person', 'Bed']"
4345,43095.png,"look at these
precious 3- year olds & windows,
la
eps.
said no sane person, ever
","['Crowd', 'People', 'Product', 'Audience', 'Fan', 'Community', 'Event', 'Photo caption', 'Cheering', 'Championship']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
4346,43096.png,"pray to god
for what you have
","['Street dance', 'Dance', 'Photo caption']","['Hat', 'Person', 'Person', 'Jeans', 'Outerwear', 'Pants', 'Outerwear']"
4347,43109.png,"whites and dogS
they smell just alike
","['Canidae', 'Dog', 'Photo caption', 'Carnivore', 'Akbash dog', 'Dog breed', 'Wolfdog']","['Hat', 'Glasses', 'Dog', 'Person']"
4348,43127.png,"it's taekwondo,
not taekwondon't
","['Shoulder', 'Arm', 'Taekwondo', 'Joint', 'Brazilian jiu-jitsu', 'Photo caption', 'Neck', 'Karate', 'Jujutsu', 'Choi kwang-do']","['Person', 'Hat', 'Glasses', 'Top', 'Glasses']"
4349,43128.png,"when the plantation owner
trades you for a tractor
THE AFRICAN SLAVE.TRADE-SL
APTURED BY HM.S ""UNDINE""
","['People', 'Text', 'Team', 'History', 'Poster', 'Font', 'Adaptation', 'Photo caption', 'Photography', 'Crew']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
4350,43152.png,"this shit right here
İs why i suicide people
","['Music artist', 'Singing', 'Talent show', 'Singer', 'Spokesperson', 'Performance', 'Song', 'Photo caption', 'Speech', 'Event']","['Microphone', 'Person']"
4351,43162.png,"when you have 3 choco puffs
left in your cereal bowl
","['People', 'Tribe', 'Adaptation', 'Fun', 'Human', 'Photo caption', 'Vacation', 'Summer', 'Happy', 'Photography']","['Necklace', 'Person', 'Necklace', 'Person', 'Person', 'Necklace', 'Scarf', 'Clothing']"
4352,43170.png,"you funny jew
i kill you last
","['Photo caption', 'Forehead', 'Chin', 'Font', 'Gesture', 'Internet meme', 'Smile', 'Pleased']","['Tie', 'Person']"
4353,43175.png,"when was the last time you saW So many
ABYAE
mentally ill people on the streat
BAYBA
","['People', 'Fan', 'Event', 'Crowd', 'Festival', 'Tourism', 'Plant', 'Advertising', 'Games']","['Flag', 'Flag', 'Person', 'Person', 'Person', 'Person', 'Flag', 'Person', 'Person', 'Person']"
4354,43178.png,"middle eastern
prostitute
","['Goats', 'Goat', 'Adaptation', 'Goat-antelope', 'Photo caption', 'Photography', 'Organism', 'Cow-goat family', 'Ear', 'Font']","['Goat', 'Person']"
4355,43180.png,"beating things to make
them work again
","['Hair', 'Hairstyle', 'Internet meme', 'Forehead', 'Photo caption', 'Nose', 'Photography', 'Long hair', 'Black hair', 'Media']",['Packaged goods']
4356,43185.png,"it's obvious that he's thinking about another girl
i can't believe that the lamb's bride has
been the new jerusalem this whole time
","['Comfort', 'Child', 'Text', 'Photo caption', 'Sleep', 'Pillow', 'Human', 'Furniture', 'Bedtime', 'Font']","['Person', 'Person', 'Top', 'Person', 'Bed', 'Pillow', 'Top']"
4357,43190.png,"i don't know
man, i just.
i just wanna
dance
","['Pug', 'Dog', 'Canidae', 'Dog breed', 'Snout', 'Companion dog', 'Skin', 'Photo caption', 'Puppy', 'Carnivore']","['Dog', 'Animal']"
4358,43192.png,"if i just keep looking cute
they'll surely blame the dog
","['Cat', 'Mammal', 'Small to medium-sized cats', 'Felidae', 'Whiskers', 'Photo caption', 'European shorthair', 'Kitten', 'Domestic short-haired cat', 'Asian']",['Cat']
4359,43197.png,"you can hide but
you can't run
","['Facial expression', 'Photo caption', 'Human', 'Adaptation', 'Photography', 'Child']","['Person', 'Clothing']"
4360,43198.png,"doesn't own a computer
can still play minesweeper
","['People', 'Child', 'Adaptation', 'Photo caption', 'Human', 'Fun', 'Smile', 'Muscle', 'Photography', 'Happy']","['Person', 'Person', 'Person', 'Person', 'Person', 'Clothing']"
4361,43201.png,"i didn't choose the tranny life
the tranny life choose me
","['Text', 'Room', 'Vehicle', 'Luxury vehicle', 'Vacation', 'Automotive design', 'Design', 'Advertising', 'Car', 'Furniture']",['Person']
4362,43206.png,"mexicans are rapist
i'm lovin' it
YRUMP
happy hump day
bitch
FRUM
Bi
MAK
","['Internet meme', 'Photo caption', 'Media', 'Font', 'Speech', 'Job', 'Photography', 'Event', 'Official', 'Competition event']","['Tie', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
4363,43207.png,"Control the narrative
still think all them shootings are done by black
people. they are playing chess not checkers
","['Photo caption', 'Font', 'Arm', 'T-shirt', 'Photography', 'Personal protective equipment', 'Sleeve']","['Belt', 'Person', 'Person', 'Person', 'Outerwear', 'Pants', 'Hat', 'Top', 'Belt', 'Pants']"
4364,43216.png,"-300 kg bomb
vs 1000 kgbomb
","['Adaptation', 'Soil', 'Tree', 'Font', 'Photography', 'Rock', 'World', 'Tourism']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
4365,43217.png,"slaves in the south
were uneducated
false. they all had
their masters
","['Internet meme', 'Photo caption', 'Forehead', 'Photography', 'Job', 'White-collar worker', 'Eyewear', 'Glasses', 'Media']","['Glasses', 'Tie', 'Person', 'Shirt']"
4366,43218.png,"RESERVE
FEDERA
do you think a terrorist
55598 I
ONIT
OF
TWE
USA
STATES
SERVE
EL 2
EGALTENDER
BLIC AND PRIVATE
Secre
has or could infiltrate our SERIES 2004
goverment??? EN
United States.
WISAS
","['Money', 'Currency', 'Banknote', 'Cash', 'Forehead', 'Facial hair', 'Dollar', 'Paper', 'Chin', 'Paper product']","['Clothing', 'Person']"
4367,43258.png,"i like my noodles
like this
","['Dish', 'Food', 'Cuisine', 'Ingredient', 'Recipe', 'Comfort food', 'Sausage gravy', 'Ginataan', 'Soup', 'Produce']","['Food', 'Tableware']"
4368,43259.png,"all she wanted to hear was
""i love you""
00
all he wanted to hear was his
balls slapping against her ass!
","['Photo caption', 'Text', 'Romance', 'Love', 'Friendship', 'Adaptation', 'Human', 'Photography', 'Happy', 'Font']","['Person', 'Person', 'Clothing']"
4369,43265.png,"do you think when fish
get thrown back by fishermen,
they swim around yelling about
alien abductions and the other
fish stop talking to them?
","['Text', 'Font', 'Photo caption', 'Friendship', 'Organism', 'Human', 'Adaptation', 'Happy', 'Sky', 'Photography']","['Person', 'Animal']"
4370,43269.png,"fighting them is nothing new.
letting then come into our
land and spread their disease is
","['Knight', 'Photo caption', 'Drum']","['Luggage & bags', 'Shoe']"
4371,43271.png,"auschwitz gas chamber
","['Property', 'House', 'Wall', 'Building', 'Architecture', 'Land lot', 'Facade', 'Grass', 'Tree', 'Real estate']","['Window', 'Window', 'Door', 'Building']"
4372,43275.png,"myiusianilisalways
pushing me around.
and talking
behind my back
","['Wheelchair', 'Disabled sports', 'Personal care', 'Motorized wheelchair', 'Photo caption', 'Chair']","['Wheel', 'Wheel', 'Wheelchair', 'Tire']"
4373,43278.png,"illegal caravan
BEDUCTOR
we got this!
","['Photography', 'Photo caption', 'Traffic', 'Vehicle', 'Crowd', 'Road', 'Car']","['Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car']"
4374,43279.png,"stevie wonder cant read?
no shit, he's black
","['Photo caption', 'Internet meme', 'Photography', 'Font', 'Media', 'Smile', 'Gesture']","['Tie', 'Person', 'Suit', 'Coat', 'Person']"
4375,43295.png,"gotta run
away from those
niggers
","['Dog breed', 'Canidae', 'Dog', 'Companion dog', 'Photo caption', 'Puppy', 'Yorkshire terrier', 'Photography', 'Carnivore', 'Terrier']",['Dog']
4376,43506.png,"there's a reason they have children.
they are pedophiles
","['People', 'Friendship', 'Fun', 'Selfie', 'Photography', 'Photo caption', 'Youth', 'Smile', 'Glasses', 'Cool']","['Glasses', 'Glasses', 'Glasses', 'Person', 'Person']"
4377,43517.png,"when you hear 'em yelling that
allahakbar crap, just shoot 'em
before they blow up a bomb, or
start stabbin' and shootin' people
","['Photo caption', 'Nose', 'Text', 'Forehead', 'Internet meme', 'Smoking', 'Photography', 'Media', 'Gesture']",['Person']
4378,43519.png,"muslims in a predominantly christian nation
Christians in a predominantly muslimnation
","['People', 'Facial expression', 'Photo caption', 'Font', 'Smile', 'Photography', 'Adaptation', 'Child', 'Family pictures', 'Media']","['Person', 'Person', 'Person', 'Hat', 'Person']"
4379,43520.png,"knowing white people
he's probably the father
","['Friendship', 'Text', 'Romance', 'Love', 'Interaction', 'Gesture', 'Fun', 'Photo caption', 'Happy', 'Font']","['Person', 'Person', 'Dress', 'Top', 'Pants', 'Top', 'Top']"
4380,43521.png,"you with the goat
stop that!
","['Beard', 'Facial hair', 'Photo caption', 'Human', 'Happy', 'Photography', 'Font', 'Adaptation', 'Gesture', 'Worship']","['Person', 'Tie']"
4381,43527.png,"this is dr kings famousi have
a dream speech
","['People', 'Crowd', 'History', 'Font', 'Rebellion']","['Person', 'Person', 'Clothing', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person']"
4382,43529.png,"when your actively avoiding your
responsibilittes while trying to look busy
","['Text', 'Photo caption', 'Photography', 'Font']",['Person']
4383,43560.png,"Tam not the best, but i promise iwillove you with all my heart.
","['Cheek', 'Nose', 'Kiss', 'Skin', 'Love', 'Forehead', 'Interaction', 'Gesture', 'Lip', 'Mouth']","['Person', 'Person']"
4384,43569.png,"what would i do i
she got pregnant
","['Fish hook', 'Line', 'Fishing', 'Font', 'Recreation']",['Lighting']
4385,43570.png,"mondays
got melike
","['Common chimpanzee', 'Primate', 'Photo caption', 'Snout', 'Organism', 'Adaptation', 'Zoo', 'Orangutan']",[]
4386,43571.png,"oh you want
trump impeached?
for what? the
crime of making you cry?
","['Internet meme', 'Photo caption', 'Forehead', 'Media', 'Humour', 'Pleased']","['Person', 'Clothing']"
4387,43579.png,"when they cut muslim child neck instead of dick
the bomb has been defused
","['People', 'Community', 'Youth', 'Adaptation', 'Photo caption', 'Tree', 'Team', 'Smile']","['Person', 'Person', 'Person', 'Person', 'Hat', 'Person', 'Person', 'Top']"
4388,43581.png,"when you found
your wife is
cheating on you
","['Photo caption', 'Friendship', 'Adaptation', 'Organism', 'Human', 'Font', 'Photography', 'Happy', 'Humour']","['Animal', 'Person', 'Person', 'Luggage & bags']"
4389,43608.png,"when you're fucking but wanna make sure
he's not stealing anything
","['Hair', 'Skin', 'Eyebrow', 'Beauty', 'Text', 'Lip', 'Hairstyle', 'Forehead', 'Shoulder', 'Black hair']","['Pillow', 'Person', 'Pillow', 'Furniture']"
4390,43609.png,"this could be us right now
but the fucking apocalypse
got rescheduled again
","['Lake', 'Text', 'Loch', 'Lake district', 'Wilderness', 'Friendship', 'Sky', 'Sound', 'Water resources', 'Morning']","['Person', 'Person']"
4391,43610.png,"send me a
latina
who's not
crazy
i don't know
how to
make them
","['Photo caption', 'Font', 'Internet meme', 'Photography', 'Poster', 'Fictional character', 'Movie']","['Person', 'Person', 'Hat']"
4392,43612.png,"racing for
pink slips
in africa
","['Advertising', 'Font', 'Poster', 'Photo caption', 'Photography', 'Building']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
4393,43615.png,"i don't want no
windmill blowin
no cancer on me
","['Sky', 'Photography', 'Aerospace engineering', 'Vehicle', 'Aviation', 'General aviation', 'Photo caption', 'Wing']",['Lighting']
4394,43617.png,"this chick
can't stand fishing
","['Leisure', 'Fun', 'Vacation', 'Tourism', 'Travel', 'Photo caption', 'Photography', 'Advertising', 'Boating', 'Recreation']","['Person', 'Person', 'Scarf']"
4395,43650.png,"that feeling when you get home
and you can.finally poop
","['Forehead', 'Text', 'Chin', 'Photo caption', 'Jaw', 'Internet meme', 'Smile', 'Photography', 'Media', 'Tooth']","['Person', 'Clothing']"
4396,43651.png,"if i was uncircumcised i'd hide
candy in my dick skin so when a
girl about to suck me up, she has
a pleasant surprise.
oh my god, skittles
","['Facial expression', 'Text', 'Photo caption', 'Smile', 'Photography', 'Font', 'Adaptation', 'Internet meme', 'Happy', 'Fictional character']","['Person', 'Scarf']"
4397,43652.png,"white
people
is this a shooting range?
","['Text', 'Font', 'Suit', 'White-collar worker', 'Sitting', 'Formal wear', 'Brand', 'Businessperson', 'Photo caption', 'Photography']","['Person', 'Outerwear']"
4398,43657.png,"two muslims walk
into a bar
boom boom!!
","['Junk food', 'Photography', 'Cuisine', 'Vegetarian food', 'Photo caption', 'Finger food', 'Dish', 'Food', 'Fast food']","['Person', 'Scarf', 'Pants', 'Person', 'Scarf']"
4399,43658.png,"call the cops
i don't give a fuck
","['Text', 'Photo caption', 'Forehead', 'Font', 'Photography', 'Album cover', 'Black-and-white', 'Smile', 'Movie']","['Person', 'Hat', 'Clothing']"
4400,43675.png,"when your pesky cat
wants to be extra warm
despite telling them no
","['Photo caption', 'Cat', 'Felidae', 'Photography', 'Small to medium-sized cats', 'Whiskers', 'Internet meme', 'Companion dog', 'Humour', 'Polydactyl cat']",['Cat']
4401,43679.png,"fifty shades of goat
an ísis love story
","['Photo caption', 'Human', 'Friendship', 'Muscle', 'Bodybuilding', 'Physical fitness']","['Sculpture', 'Person']"
4402,43680.png,"if security is this important
at our airports.
.shouldn't it be this
important at our borders too?
","['Photo caption', 'Font', 'Photography', 'Event', 'Dance', 'Team']","['Person', 'Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Clothing', 'Clothing', 'Clothing']"
4403,43690.png,"twins going swimming
with a friend
93.8
","['Photography', 'Photo caption']",['Person']
4404,43691.png,"when he asks you to get on top & ride
his meat but doesn't know you're gonna jam
it in your butthole & take his soul
R M
","['Hair', 'Eyebrow', 'Face', 'Lip', 'Hairstyle', 'Chin', 'Blond', 'Beauty', 'Skin', 'Cheek']","['Person', 'Clothing', 'Person']"
4405,43695.png,"end gun
violence
now
","['Photo caption', 'Internet meme', 'Sitting', 'Poster', 'Photography', 'Humour', 'Album cover']","['Shoe', 'Shoe', 'Person', 'Coat', 'Pants', 'Chair']"
4406,43697.png,"they don't know how to use condom,
this is the only way to control their population
","['Stock photography', 'Photography', 'History', 'Photo caption']","['Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Footwear', 'Footwear']"
4407,43698.png,"don't be late for work
TRUMP
TRUND
TRUNP
ME AMERCAECAGAN
TRUMP
get the protestor plow
","['Land vehicle', 'Vehicle', 'Car', 'Transport', 'Mode of transport', 'Luxury vehicle', 'Advertising', 'Automotive exterior', 'Full-size car', 'Automotive tire']","['Wheel', 'Car', 'Flag', 'Truck', 'Car', 'Wheel', 'Flag', 'Person']"
4408,43701.png,"arrest black babies
before they become criminals
","['Skin', 'Child', 'Cheek', 'Nose', 'Product', 'Text', 'Baby', 'Head', 'Chin', 'Forehead']",['Person']
4409,43702.png,"when you get pulled over
and you know
your license suspended
","['Text', 'Nose', 'Chin', 'Forehead', 'Learning', 'Job', 'Font', 'Adaptation', 'Ear', 'Photo caption']","['Tie', 'Person']"
4410,43716.png,"all races are equal
信
","['Social group', 'Event', 'Youth', 'Team', 'Community']","['Person', 'Jeans', 'Person', 'Dress', 'Person', 'Person', 'Person', 'Person', 'Dress', 'Top']"
4411,43721.png,"i haven't seen liberals this
angry
since yesterday
","['Photo caption', 'Spokesperson', 'Finger', 'Gesture', 'Internet meme', 'Thumb', 'Media', 'Hand', 'Photography', 'Sign language']","['Tie', 'Person', 'Packaged goods']"
4412,43725.png,"auditioned for jazz band
not enough soul
","['Facial expression', 'Photo caption', 'Smile', 'Chin', 'Child', 'Forehead', 'Mouth', 'Photography', 'Tooth', 'Internet meme']","['Person', 'Clothing']"
4413,43728.png,"bruce jenner's
cat
са
","['Dog breed', 'Dog', 'Canidae', 'Photo caption', 'Snout', 'Nose', 'Carnivore', 'Companion dog', 'Photography', 'Paw']",['Dog']
4414,43758.png,"how it feels
after getting
a paper cut
","['Photo caption', 'Adaptation', 'Flesh', 'Poster', 'Zombie', 'Font', 'Mud', 'Photography', 'Fictional character', 'Fiction']","['Person', 'Clothing', 'Hat']"
4415,43759.png,"let me make this clear: if you are on my
friends list, you are my friend. i do not copy
and paste your post to prove i pay attention to you
if you need attention that
bad, i suggest a puppy.
","['Cat', 'Whiskers', 'Small to medium-sized cats', 'Felidae', 'Facial expression', 'Photo caption', 'European shorthair', 'Domestic short-haired cat', 'Wild cat', 'Tabby cat']",['Cat']
4416,43780.png,"picture of the day
","['People', 'Community', 'Adaptation', 'Soil', 'Tree', 'Event', 'Farmworker', 'Plantation', 'Photo caption', 'Plant']","['Person', 'Jeans', 'Person', 'Pants', 'Person', 'Person', 'Person', 'Luggage & bags', 'Top', 'Outerwear']"
4417,43782.png,"what happened in auschwitz
is inhuman
","['Hand', 'Photo caption']",['Packaged goods']
4418,43791.png,"""when the gunman realizesihat ioliody elseis
armet, he will lay down his weanons am turn
himsell in that's just humarnature""
that woman just
went full retard!
","['Event', 'Photo caption', 'Suit', 'Movie']","['Tie', 'Person', 'Person', 'Tie', 'Person', 'Scarf', 'Glasses', 'Coat', 'Suit', 'Pants']"
4419,43792.png,"Cxercise ?
thought you said
extra fries
","['Mammal', 'Dog', 'Vertebrate', 'Dog breed', 'German shepherd dog', 'Canidae', 'East-european shepherd', 'King shepherd', 'Kunming wolfdog', 'Old german shepherd dog']","['Dog', 'Sunglasses']"
4420,43798.png,"when instagram notifies you that
someone is going live
the fuck that gotta do with me
","['Photo caption', 'Album cover', 'Photography', 'Gesture']","['Person', 'Suit', 'Tie', 'Furniture', 'Pillow']"
4421,43805.png,"the original scarecrow
","['Sky', 'Religious item', 'Cross', 'Cloud', 'Photography', 'Symbol', 'Crucifix', 'Holiday', 'Photo caption']",['Person']
4422,43810.png,"how to cook
turkey in usa
how to cook
turkey in romania
","['Sculpture', 'Art', 'Carving', 'Organism', 'Statue', 'Photo caption', 'Photography', 'Fictional character']","['Hat', 'Food', 'Person']"
4423,43812.png,"they bow to a black woman
while blacks praise. well
..you know who
","['Property', 'Room', 'Interior design', 'Furniture', 'Building', 'Parish', 'Chapel', 'Place of worship', 'Church', 'Font']",['Lighting']
4424,43815.png,"if theres even one
homeless child in america
we have no rom for
illegal aliens
","['Photo caption', 'Font', 'Photography', 'Hand', 'Gesture', 'Cap']","['Hat', 'Person', 'Person', 'Clothing']"
4425,43816.png,"admit it, you sometimes listen
to strangers conversations
and think to yourself, ""you
are a stupid motherfucker""
","['Internet meme', 'Photo caption', 'Font', 'Media', 'Photography']","['Tie', 'Person']"
4426,43817.png,"when the muslim kids
in your class start hanging out with you
","['People', 'Adaptation', 'Photo caption', 'Event', 'Photography', 'Conversation']","['Glasses', 'Person', 'Person', 'Hat', 'Person', 'Glasses', 'Packaged goods']"
4427,43819.png,"what's left of my opponents
after our rap battle
","['Adaptation', 'Font', 'Photo caption', 'Waste', 'Pollution', 'Soil', 'Art']","['Packaged goods', 'Bagged packaged goods', 'Packaged goods']"
4428,43826.png,"king kong
","['Snout', 'Organ', 'Fictional character', 'Mouth', 'Tooth', 'Fiction', 'Jaw', 'Photography', 'Darkness', 'Black-and-white']",['Person']
4429,43852.png,"when mom calls you by your full name
","['Text', 'Yellow', 'Font', 'Brand', 'Graphic design', 'Smile', 'Style', 'T-shirt']","['Person', 'Packaged goods', 'Top', 'Clothing']"
4430,43856.png,"this is nahir
nahir is born in germany
nahir is german
this is fluffy
fluffy is born in horse stable
iluffy is a horse
","['Muscle', 'Photo caption', 'Photography']","['Person', 'Person', 'Person', 'Horse', 'Outerwear', 'Outerwear', 'Person', 'Animal', 'Clothing', 'Hat']"
4431,43857.png,"that's why we bomb you
","['Sky', 'Morning', 'Cannon', 'Vehicle', 'Cloud', 'Stock photography', 'Landscape', 'Evening', 'Wheel', 'Sunset']","['Wheel', 'Wheel', 'Cannon', 'Tire', 'Wheel']"
4432,43859.png,"bombers be like
i'm done with'homework
","['Photo caption', 'Font', 'Photography', 'Advertising', 'Animation', 'Fictional character']","['Person', 'Packaged goods', 'Clock', 'Clock']"
4433,43895.png,"from here i will see
muslims fuck up europe, attack
innocent people & curopeans waking
up
","['Dog', 'Mammal', 'Vertebrate', 'Canidae', 'Dog breed', 'Carnivore', 'Police dog', 'German shepherd dog', 'King shepherd', 'Kunming wolfdog']","['Mirror', 'Dog']"
4434,43905.png,"black on black
","['Vertebrate', 'Primate', 'Macaque', 'Rhesus macaque', 'Wildlife', 'Terrestrial animal', 'Adaptation']",['Animal']
4435,43906.png,"49 years in public office
name an accomplishment
","['Photo caption', 'Text', 'Font', 'Adaptation', 'Internet meme', 'Photography', 'Official', 'Public speaking', 'Physicist', 'Fictional character']","['Tie', 'Person', 'Suit', 'Glasses']"
4436,43907.png,"this is the greatest news manufacturing in 20th century
Hil
","['Facial expression', 'Event', 'Job', 'Fun', 'Photo caption', 'Photography', 'Crowd', 'Speech', 'Laugh', 'Gesture']","['Person', 'Tie', 'Person', 'Person', 'Person']"
4437,43910.png,"i just started
a company selling
landmines that look
like prayer mats
prophets are going
through the roof
","['Photo caption', 'Font', 'Internet meme', 'Photography']","['Tie', 'Person', 'Person', 'Outerwear']"
4438,43920.png,"breaking newS: listening
to queen can cause autism
because of the
high mercury content
","['Photo caption', 'Photography', 'Font', 'Event', 'Internet meme', 'Black-and-white', 'Album cover']","['Person', 'Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Bowtie', 'Person', 'Person']"
4439,43928.png,"orange jews
100%
conce ntrated
","['Photo caption', 'Facial hair', 'Chin', 'Forehead', 'Beard', 'Internet meme', 'Font', 'Photography', 'Media', 'Moustache']","['Person', 'Hat', 'Clothing', 'Top']"
4440,43952.png,"america has stolen the jews
the jews of god. lhis jewelry. the negroes
they are the true hebrews. google it.
","['Motor vehicle', 'Vehicle', 'Photo caption', 'Team', 'Car']","['Person', 'Person', 'Person', 'Clothing', 'Person', 'Clothing', 'Person', 'Person', 'Clothing', 'Clothing']"
