,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
1880,3066,35781.png,1,faceswap ching chong 100,"faceswap
Chingchong 100
","['People', 'Child', 'Snapshot', 'Smile', 'Happy', 'Toddler', 'Room', 'Photo caption', 'Sitting', 'Photography']","['Person', 'Person', 'Top', 'Top', 'Couch', 'Top']",face swap ching c hong,1,3
1881,3067,35674.png,0,you don't have to be lonely at trump haters.com,"you don't have
to be lonely
at trump haters.com
","['Facial expression', 'Smile', 'Barechested', 'Forehead', 'Human', 'Muscle', 'Photo caption', 'Photography', 'Happy', 'Font']",['Person'],you do not have to be lonely at trump hater com,1,5
1882,3068,14260.png,0,when you step on a lego on your front porch,"when you step on a lego on your tront porch
","['Vertebrate', 'Dog', 'Mammal', 'Canidae', 'Greenland dog', 'Carnivore', 'Wilderness', 'Native american indian dog', 'Dog breed', 'Czechoslovakian wolfdog']",['Dog'],when you step on a lego on your tron t porch,0,5
1883,3071,84709.png,0,best polish removers,"bestpolish
removers
","['Skin', 'Pink', 'Hand', 'Nail']",['Hat'],best polish remover,0,5
1884,3072,14296.png,0,"what part of ""i didn't find shit"" liberals do you not understand?","what part of ""i
didn't find shit""
do you liberals,
not understand?
","['Photo caption', 'Text', 'Forehead', 'Human', 'Internet meme', 'Font', 'Photography', 'Media', 'Pleased']","['Tie', 'Person']",what part of i did not find shit do you liberal not understand,1,5
1885,3073,01487.png,1,when you forget you're retarded,"when you foryet
HOWAR
SIRIUS
TADIO
SIRI
HOWARD T
STERN
SIR
HOWARD
STERN
IHI
US
SATEL
19-06
SIP
HONARD
STERN
LADIO
SIRI""
06
SIRI
SATELLIT
90-6-
ELLITE RADIO
SIRIUSA
STERN
SATELLIT
HOWARD STERN
you're retarded
HC
","['Font', 'Tabloid', 'Magazine', 'Poster', 'Photo caption', 'Advertising', 'Media', 'Flyer', 'Newsprint']","['Glasses', 'Person']",when you for yet how sirius tad sir i howard t stern sir howard stern u sate l sip hon ard stern lad sir i sir i sat ell it lite radio sirius a stern sat ell it howard stern you are retarded,1,5
1886,3077,07389.png,0,will you tell the cat bullying is not okay?,"will you tell the cat
bullying is
not okay?
","['Pug', 'Dog', 'Canidae', 'Mammal', 'Dog breed', 'Snout', 'Companion dog', 'Carnivore', 'Puppy', 'Puppy love']","['Dog', 'Hat']",will you tell the cat bullying is not okay,1,5
1887,3078,75839.png,0,friendship is for everyone,"friendship is for
everyone
","['People in nature', 'Sitting', 'Friendship', 'Photo caption', 'Happy', 'Tree', 'Love', 'Fun', 'Leisure', 'Photography']","['Jeans', 'Person', 'Person', 'Shoe', 'Pants', 'Top', 'Person', 'Footwear', 'Top']",friendship is for everyone,0,5
1888,3079,03718.png,0,baaaa-utiful,"baaaa-utiful
","['Goats', 'Goat', 'Sheep', 'Cow-goat family', 'Livestock', 'Sheep', 'Goat-antelope', 'Photo caption', 'Adaptation', 'Smile']","['Person', 'Hat', 'Sheep', 'Clothing', 'Animal', 'Animal', 'Animal', 'Animal']",baa aautiful,1,2
1889,3080,36571.png,0,"mexicans hugging and kissing walls and fences, to show their love for border controls","mexicans hugging and kissing
walls and fences, to show their
love for border controls
REFUGEES
IMMIGRANTS
WELGOME
ive
","['People', 'Protest', 'Event', 'Crowd', 'Community', 'Public event', 'Font', 'Social work', 'Demonstration']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Person']",mexican hugging and kissing wall and fence to show their love for border control refugee immigrant we l go me i have,0,4
1890,3081,15420.png,0,"actually no, my post wasn't about you but if the shoe fits, feel free to lace that bitch up & wear it","actuallyno, my post wasn't
about you
but if the shoe fits, feel free to
lace that bitch up & wear it.
","['Facial expression', 'Photo caption', 'Event', 'Suit', 'Internet meme', 'Photography', 'Photobombing', 'Formal wear', 'Gesture', 'Tuxedo']","['Person', 'Bowtie', 'Person', 'Person', 'Person']",actually no my post wa not about you but if the shoe fit feel free to lace that bitch up wear it,1,5
1891,3082,06482.png,1,i dont always make sandwiches because im not a woman,"i dont always make-sandwiches
because im not à woman
","['Photo caption', 'Font', 'Album cover', 'Internet meme', 'Photography', 'Movie', 'Media', 'Advertising']","['Person', 'Person', 'Couch']",i do not always make sandwich because i am not woman,1,1
1892,3083,82413.png,1,it's not rape it's a cuddle with a struggle,"it's not rape
it's a cuddle
with a struggle
","['Photo caption', 'Facial expression', 'Internet meme', 'Forehead', 'Human', 'Photography', 'Finger', 'Media', 'Humour', 'Thumb']","['Person', 'Necklace']",it ha not rape it ha a cuddle with a struggle,1,5
1893,3085,79352.png,1,i got arrested for punching this guy at a new years party. when you hear an arab counting down from ten your instincts kick in,"i got arrested for punching
this guy at a new. years party.
when you hear an arab counting
down from ten your instincts kick in
","['Facial hair', 'Album cover', 'Photo caption', 'Poster', 'Beard', 'Font', 'Smoking', 'Photography', 'Moustache', 'Movie']","['Hat', 'Person', 'Person', 'Clothing']",i got arrested for punching this guy at a new year party when you hear an arab counting down from ten your instinct kick in,0,4
1894,3086,05847.png,0,when they ask for fire extinguisher and you reply i don't smoke,"when they ask for fire extinguisher
and you reply i don't smoke
","['Hair', 'Face', 'Facial expression', 'Chin', 'Forehead', 'Head', 'Hairstyle', 'Nose', 'Cheek', 'Human']","['Person', 'Top']",when they ask for fire extinguisher and you reply i do not smoke,1,3
1895,3087,03257.png,1,white trash not marriage material,"white trash
not marriage material
","['Clothing', 'Wedding dress', 'White', 'Dress', 'Photograph', 'Gown', 'Bridal clothing', 'Bridal party dress', 'Bride', 'Shoulder']","['Dress', 'Shoe', 'Footwear', 'Person']",white trash not marriage material,1,3
1896,3088,34751.png,1,muslims: screaming about their religion being attacked christians and jews: -first time?,"muslims: screaming abouttheir
religion being attačked
christians and jews:
Afirst ime?
","['Shoulder', 'Joint', 'Photo caption', 'Forehead', 'Neck', 'Mouth', 'Jaw', 'Ear']","['Person', 'Person', 'Clothing']",muslim screaming about their religion being at take d christian and jew a first i me,1,2
1897,3092,74953.png,0,the cowboys are the best! i mean the best!,"the cowboys are the best!
i mean the best!
","['Photo caption', 'Internet meme', 'Gesture', 'Public speaking', 'Businessperson', 'Spokesperson', 'Photography', 'Finger', 'Speech', 'Thumb']","['Tie', 'Person']",the cowboy are the best i mean the best,0,5
1898,3093,78315.png,1,my girlfriend went to my family and accused me of beastiality i had no idea goats could even talk,"my girliriend went
to my family and accused
me of beastiality
i had no idea goats
could even talk
","['Hair', 'Facial hair', 'Beard', 'Photo caption', 'Text', 'Font', 'Forehead', 'Moustache', 'Internet meme', 'Headgear']","['Hat', 'Person', 'Clothing']",my girl iri end went to my family and accused me of beast i ali ty i had no idea goat could even talk,1,2
1899,3096,12063.png,0,when your goat tells you oh no! she ain't on the pill,"when your goat tells you
oh no!
she ain't on the pill
","['Goat', 'Goats', 'Vertebrate', 'Mammal', 'Feral goat', 'Wildlife', 'Goat-antelope', 'Cow-goat family', 'Livestock', 'Photo caption']","['Goat', 'Goat']",when your goat tell you oh no she is not on the pill,1,2
1900,3098,84592.png,1,give me the bread or i'll kick you pregnant transgender,"give me the bread or
ill kick you
pregnant transgender
","['Dog', 'Mammal', 'Vertebrate', 'Canidae', 'Shiba inu', 'Dog breed', 'Carnivore', 'Akita', 'Akita inu', 'Photo caption']",['Dog'],give me the bread or ill kick you pregnant transgender,1,1
1901,3101,02674.png,1,asian drivers test went as expected,"asian drivers test,
went as expected
","['Vehicle', 'Car', 'Automotive design', 'Leg', 'Sitting', 'Mid-size car', 'Photography', 'Photo shoot', 'Dress', 'Family car']","['Wheel', 'Person', 'Shoe', 'Shoe', 'Outerwear', 'Hat', 'Footwear', 'Car', 'Dress']",asian driver test went a expected,1,3
1902,3102,36179.png,0,"you thought hillary was in the clear? oh cupcake, have i got a surprise for you!","you thought hillary was in the clear?
surprise
oh cupcake, have i got a
for you!
","['Facial expression', 'Forehead', 'Photo caption', 'Internet meme', 'Chin', 'Smile', 'Human', 'Photography', 'Glasses', 'Pleased']","['Glasses', 'Tie', 'Person']",you thought hillary wa in the clear surprise oh cupcake have i got a for you,0,5
1903,3103,14072.png,0,"during sex i suddenly stopped and didnt move she: ""what are you doing?"" me: ""hush bitch, i seen this on pornhub, its called buffering","during sex i suddenly stopped and didnt move
she: ""what are yoydoing?""
me: ""hush bitch, i seen this on pornhub,
its called buffering
","['Facial expression', 'Forehead', 'Chin', 'Photo caption', 'Media', 'Photography', 'Internet meme', 'Fictional character']","['Person', 'Person', 'Outerwear', 'Person']",during sex i suddenly stopped and did not move she what are yoy doing me hush bitch i seen this on porn hub it called buffering,1,1
1904,3104,43920.png,1,breaking news: listening to queen can cause autism because of the high mercury content,"breaking newS: listening
to queen can cause autism
because of the
high mercury content
","['Photo caption', 'Photography', 'Font', 'Event', 'Internet meme', 'Black-and-white', 'Album cover']","['Person', 'Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Bowtie', 'Person', 'Person']",breaking news listening to queen can because autism because of the high mercury content,1,5
1905,3105,07268.png,0,middle eastern prostitute,"middle eastern prostitute
","['Leg', 'Human leg', 'Thigh', 'Fashion', 'Footwear', 'Waist', 'Human body', 'Shorts', 'Vehicle', 'Shoe']","['Pants', 'Shoe', 'Person', 'Footwear', 'Tire', 'Shoe', 'Shorts', 'Person', 'Shoe', 'Top']",middle eastern prostitute,0,4
1906,3106,18790.png,0,your disability is not an obstacle,"IGIN
your disability is not an obstacle
","['Cooking show', 'Chef']","['Hat', 'Person', 'Person', 'Hat', 'Overall', 'Glasses', 'Home appliance', 'Top', 'Loudspeaker']",i gin your disability is not an obstacle,0,5
1907,3108,72145.png,0,baboons and monkeys everywhere this is really a zoo,"baboons and monkeys everywhere
this is really a 20
","['Macaque', 'Primate', 'Rhesus macaque', 'Herd', 'Human', 'Crowd', 'Adaptation', 'Fur', 'Japanese macaque', 'Wildlife']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal']",baboon and monkey everywhere this is really a,1,5
1908,3110,08372.png,0,wave hello make someone smile,"wave hello
0000
20000
make someone smile
00
","['Facial expression', 'Child', 'Photo caption', 'Smile', 'Adaptation', 'Happy', 'Finger', 'Gesture', 'Photography', 'Thumb']","['Person', 'Person', 'Clothing']",wave hello make someone smile,0,5
1909,3111,79850.png,0,it's called a joke we used to tell them before people became offended by everything.,"it's called a joke
we used to tell them before
people became offended by everything.
","['Facial expression', 'Chin', 'Forehead', 'Eyebrow', 'Nose', 'Jaw', 'Photo caption', 'Smile', 'Photography', 'Facial hair']","['Person', 'Shirt', 'Person']",it ha called a joke we used to tell them before people became offended by everything,1,5
1910,3112,16389.png,1,"according to women,there are 3 men in this pic","according to women,there
are 3 men in this pic
","['Water', 'Floor', 'Bucket', 'Litter box', 'Washing', 'Cleaner', 'Mop', 'Flooring', 'Play', 'Cleanliness']","['Person', 'Footwear', 'Footwear', 'Animal', 'Shoe', 'Footwear', 'Teddy bear']",according to woman there are men in this pic,1,1
1911,3113,75941.png,0,how much did that haircut cost,"how much did that haircut cost
","['Forehead', 'Chin', 'Portrait', 'Photography', 'Jaw', 'Black-and-white']",['Clothing'],how much did that haircut cost,1,5
1912,3114,17459.png,0,"""if that fuckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016","""if that fuckin bastard wins, we're all going
to hang from nooses! you better fix this shit!""
-hillary clinton email to
donna brazile october 17, 2016
","['Spokesperson', 'Speech', 'Public speaking', 'Media', 'Orator', 'Photo caption', 'Music artist', 'Event', 'Performance', 'Singer']","['Scarf', 'Person']",if that fuck in bastard win we are all going to hang from noose you better fix this shit hillary clinton email to donna brazil e october,1,4
1913,3115,05749.png,1,"nobody at school wants to guard muhammad, he's too explosive","nobody at school wants to guard
muhammad, he's too explosive
","['Costume', 'Organism', 'Tree', 'Photography', 'Photo caption', 'Fictional character', 'World', 'Animation', 'Street performance']","['Person', 'Person', 'Jeans', 'Scarf', 'Ball', 'Top', 'Clothing', 'Building']",nobody at school want to guard muhammad he is too explosive,1,2
1914,3116,74956.png,0,show me an american ghetto and i'll show you a place where democrats are in power,"show me an american ghetto
and ill showyou aplace where democrats are in power
ΜΥTHS
FACTS
","['Text', 'Natural landscape', 'Sky', 'Grass family', 'Sign', 'Signage', 'Grass', 'Font', 'Grassland']",['Traffic sign'],show me an american ghetto and ill show you a place where democrat are in power myth fact,1,5
1915,3117,81457.png,1,muslims are varied as anybody else but islam is a destructive ideology,"muslimsāre varied
as anybody else
but islam įs a
destructive ideology
","['People', 'Crowd', 'Product', 'Audience', 'Fan', 'Community', 'Photo caption', 'Event', 'Font', 'Photography']","['Hat', 'Hat', 'Person', 'Person', 'Hat', 'Person', 'Hat', 'Hat', 'Person', 'Person']",muslim re varied a anybody else but islam s a destructive ideology,0,2
1916,3118,39408.png,1,"""you are allowed to drive?"" no, i took a magic carpet ride here","""you are allowed to drive?""
no, i took a magic carpet ride here
","['Font', 'Photo caption', 'Driving', 'Footwear', 'Auto part', 'Seat belt', 'Vehicle door', 'Photography', 'Car seat', 'Vehicle']","['Bracelet', 'Person']",you are allowed to drive no i took a magic carpet ride here,1,2
1917,3119,04923.png,0,beergasm that moment when you take your first sip of beer after a long day,"beergasm
that moment when you take
your first sip of beer after a
long day
","['Beer glass', 'Drink', 'Beer', 'Photo caption', 'Alcoholic beverage', 'Pint glass', 'Alcohol', 'Drinkware', 'Boilermaker', 'Beer cocktail']","['Tableware', 'Tableware']",beer gas m that moment when you take your first sip of beer after a long day,1,5
1918,3120,35814.png,0,ohhh i see.. so you found a bitch that does it without the peanut butter,"ohhhi see.
so you found a bitch that does
it without the peanut butter
","['People', 'Friendship', 'Photo caption', 'Photography', 'Sky', 'Honeymoon', 'Smile', 'Selfie', 'Tourism', 'Fun']","['Person', 'Person', 'Person', 'Scarf', 'Clothing']",ohhhi see so you found a bitch that doe it without the peanut butter,0,5
1919,3122,07912.png,0,european rats in the 15th century i'm about to end man,"european rats in the 15th century
i'm about to end man
","['Adaptation', 'Wildlife', 'Photo caption', 'Organism', 'Rat', 'Grasshopper mouse', 'Marsupial', 'Possum', 'Muridae', 'Common opossum']","['Mouse', 'Mouse', 'Animal', 'Animal', 'Animal', 'Mouse']",european rat in the th century i am about to end man,0,5
1920,3123,17905.png,0,if these females don't stop liking our content i'll kill them,"If these females don't stop liking
our content
I'II kill them
","['Dog', 'Mammal', 'Vertebrate', 'Dog breed', 'Canidae', 'Puppy', 'Shiba inu', 'Photo caption', 'Carnivore', 'Snout']",['Dog'],if these female do not stop liking our content i i i kill them,1,1
1921,3125,04768.png,0,really? eating pork is gross but marriage to a minor isn't?,"really? eating pork is gross
but marriage to a minor isn't?
","['Face', 'Forehead', 'Skin', 'Chin', 'Nose', 'Cheek', 'Head', 'Wrinkle', 'Photo caption', 'Jaw']","['Clothing', 'Person']",really eating pork is gross but marriage to a minor is not,1,2
1922,3126,45687.png,0,armed patrols on the streets,"armed patrols on the streets
","['Military uniform', 'Army', 'Military', 'Soldier', 'People', 'Military camouflage', 'Troop', 'Military person', 'Uniform', 'Military organization']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",armed patrol on the street,1,5
1923,3128,83602.png,1,not going anywhere a while? for sniggers,"not going anywhere
for a while?
sniggers
","['Photo caption', 'Font', 'Adaptation', 'Poster', 'Photography', 'Sitting', 'Album cover']","['Footwear', 'Person', 'Pants', 'Outerwear', 'Shoe', 'Luggage & bags']",not going anywhere for a while snigger,0,5
1924,3129,83271.png,1,having a bad day? you could be a siamese twin attached to gay brother who has a date and your the only one with an ass,"having a bad day?
you could be a siamese twin
attached to gay brother who
has a date and your the only one
with an ass
","['Text', 'Font', 'Photo caption', 'Arm', 'Forehead', 'Muscle', 'Joint', 'Internet meme', 'Smile', 'Photography']","['Person', 'Top', 'Clothing']",having a bad day you could be a siamese twin attached to gay brother who ha a date and your the only one with an a,1,1
1925,3131,10478.png,0,house of pedophile,"house of pedophile
","['Property', 'House', 'Home', 'Building', 'Real estate', 'Residential area', 'Architecture', 'Land lot', 'Facade', 'Roof']",['House'],house of ped o phil e,0,5
1926,3132,39056.png,1,"teacher: who can tell me what are the best flammable materials? jewish kid: me me me teacher: ok, what else","teacher: who can tell me what are
the best flammable materials?
OF US
jewish kid: me me me
teacher: ok, what else
","['Classroom', 'Room', 'Class', 'Private school', 'Job', 'Learning', 'School', 'Teacher', 'Education', 'Student']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Table', 'Person', 'Person']",teacher who can tell me what are the best flammable material of u jewish kid me me me teacher ok what else,1,3
1927,3135,86391.png,0,send me location,"FOODTRUCK
send me location
FESTIVAL
LIVE MÚSIC · BEER GARDENS | CENTRAL PARK
OVER 30 TRUCKS TO SAMPLE JULY 26TH TO 29TH
TICKETS AVAILABLE ONLINE WWW.WEBSITE.COM
","['Poster', 'Vehicle', 'Vintage advertisement', 'Font', 'Flyer', 'Truck', 'Advertising', 'Car']",[],food truck send me location festival live m sic beer garden central park over truck to sample july to,0,5
1928,3136,40239.png,0,now that the russia collusion myth is over are you ready for the counter punch?,"now that the russia
collusion myth
is over
RUMP
are you ready for
the counter punch?
","['Photo caption', 'Photography', 'Thumb']","['Watch', 'Tie', 'Person', 'Person', 'Person', 'Person']",now that the russia collusion myth is over rump are you ready for the counter punch,1,5
1929,3138,41908.png,0,72 dead in syrian chemical attack ha... rookie numbers,"72 dead in syrian chemical attack ha.
...
rookie numbers
","['Media', 'Gamer', 'Technology', 'Photography', 'Photo caption']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Top']",dead in syrian chemical attack ha rookie number,1,4
1930,3141,79125.png,1,its national hebrew day   go pick up a hot girl,"its national hebrew day
go pick up a hot
girl
","['Cuisine', 'Baking', 'Food', 'Dish', 'Cooking']","['Packaged goods', 'Packaged goods']",it national hebrew day go pick up a hot girl,1,3
1931,3142,38641.png,0,yo dawg i heard you liked chinese food so we killed your cat,"yo dawg i heard you liked chinese food
SO we killed your cat
","['Cartoon', 'Line art', 'Arm', 'Illustration', 'Drawing', 'Leg', 'Human', 'Art', 'Human body', 'Muscle']","['Person', 'Animal']",yoda wg i heard you liked chinese food so we killed your cat,1,4
1932,3143,17425.png,1,when you're a complete piece of trash but sheeple still like you because you're black,"when you're a complete piece of trash
but sheeple still like you because you're black
","['Glasses', 'Eyewear', 'Suit', 'Photo caption', 'Gesture', 'White-collar worker', 'Businessperson', 'Formal wear', 'Photography', 'Finger']","['Sunglasses', 'Person', 'Glasses', 'Outerwear']",when you are a complete piece of trash but sheep le till like you because you are black,1,3
1933,3144,38046.png,0,"to see better, aisians sometime switch to fullscreen veiw","to see better, aisians sometime switch to fullscreen veiw
","['People', 'Product', 'Selfie', 'Fun', 'Photography', 'Photo caption', 'Human', 'Technology', 'Electronic device', 'Cool']","['Person', 'Person', 'Person', 'Clothing', 'Clothing']",to see better a is i an sometime switch to full screen veiw,0,3
1934,3146,04217.png,1,have a coke and a smile. regen: always coca cola coke adds life. ma: nevermore coca cola,"have a coke anda smile.
regen: always coca cola coke adds life.
ma: nevermore coca cola
","['Hair', 'Headphones', 'Audio equipment', 'Nose', 'Ear', 'Hairstyle', 'Hearing', 'Shoulder', 'Cheek', 'Neck']","['Headphones', 'Person', 'Person', 'Person']",have a coke and a smile re gen always coca cola coke add life ma nevermore coca cola,0,5
1935,3148,01694.png,0,which one should we butcher first,"which one should we butcher first
","['Selfie', 'Dairy cow', 'Photography', 'Photo caption', 'Headgear', 'Bovine', 'Farm']","['Hat', 'Hat', 'Hat', 'Person', 'Person', 'Person', 'Hat', 'Animal', 'Animal', 'Animal']",which one should we butcher first,1,3
1936,3149,67180.png,0,ilhan omar sporting her beautiful purple hijab,"ilhan omar sporting
her beautiful purple hijab
","['Turban', 'Dastar', 'Photo caption', 'Nose', 'Forehead', 'Headgear', 'Internet meme', 'Photography']","['Person', 'Hat']",ilh an omar sporting her beautiful purple hijab,1,2
1937,3150,73159.png,0,im really sorry that your not feeling well today but im still gonna need a sandwich,"im really sorry that your not feeling well today
but im still gonna need a sandwich
","['Community', 'Job', 'Text', 'Youth', 'Classroom', 'Room', 'Adaptation', 'Learning', 'Employment', 'Team']","['Person', 'Person', 'Person', 'Person', 'Chair', 'Person', 'Clothing', 'Chair', 'Clothing', 'Chair']",i am really sorry that your not feeling well today but i am still going to need a sandwich,1,1
1938,3151,82179.png,0,do you have any idea how black you were going,"do you have any idea how black you were going
","['Vehicle door', 'Canidae', 'Carnivore', 'Car', 'Wildlife', 'Vehicle', 'Felidae', 'Cat', 'Bear']",['Animal'],do you have any idea how black you were going,1,3
1939,3152,81079.png,1,"everyone knows hitting appliances that stop working, sometimes fixes the problem","everyone knows hitting
appliances that
stop working, sometimes
fixes the problem
","['Face', 'Nose', 'Lip', 'Chin', 'Skin', 'Cheek', 'Mouth', 'Head', 'Text', 'Neck']","['Person', 'Clothing']",everyone know hitting appliance that stop working sometimes fix the problem,0,5
1940,3153,12953.png,0,all starting from 1995,"all starting from 1995
","['People', 'Fun', 'Photography', 'Event', 'Team', 'Photo caption', 'History']","['Wheelchair', 'Person', 'Person', 'Person', 'Person', 'Wheel', 'Person', 'Person', 'Person', 'Clothing']",all starting from,0,5
1941,3154,70529.png,0,no i'm on my period no i have diarrea,"no i'm on my period
no i have diarrea
","['Text', 'Arm', 'Comfort', 'Sitting', 'Joint', 'Hand', 'Design', 'Pattern', 'Shoulder', 'Human']","['Top', 'Person', 'Pants']",no i am on my period no i have diar re a,0,5
1942,3156,36928.png,0,some people aren't your friends they're just scared to be your enemies,"some people arent
your friends
they're just scared to
be your enemies
","['Internet meme', 'Photo caption', 'Forehead', 'Photography', 'Cool', 'Font', 'Humour', 'Smile', 'T-shirt']","['Necklace', 'Person', 'Hat']",some people are not your friend they are just scared to be your enemy,1,5
1943,3157,78921.png,0,honey badger don't care,"honey badger
don't care
","['Vertebrate', 'Terrestrial animal', 'Adaptation', 'Snout', 'Nature reserve', 'Organism', 'Wildlife', 'Ecoregion', 'Mink', 'Mustelidae']",['Animal'],honey badger do not care,1,5
1944,3160,17052.png,1,run over by bacon truck on way to suicide mission '',"run over by bacon truck
on way to suicide mission
","['Photo caption', 'Forehead', 'Human', 'Font', 'Photography', 'Adaptation', 'Facial hair', 'Jaw', 'Gesture', 'Humour']","['Person', 'Person', 'Clothing', 'Clothing']",run over by bacon truck on way to suicide mission,0,5
1945,3162,16824.png,0,removes polish with chemicals no one bats an eye... starts world war ii commits crimes against the polish,"removes polish with chemicals
no one bats an eye.
starts world war i commits crimes
against the polish
","['Text', 'Font', 'Mouth', 'Stock photography', 'Photography', 'Photo caption']","['Coat', 'Person']",remove polish with chemical no one bat an eye start world war i commits crime against the polish,1,4
1946,3164,85023.png,0,bitch please i'm native american,"bitch please im native american
","['Sitting', 'Smile']",['Person'],bitch please i am native american,1,5
1947,3166,07194.png,0,running is one of the best ways to stay fit,"running is one of the
best ways to stay fit
","['Running', 'Athlete', 'Recreation', 'Long-distance running', 'Individual sports', 'Sports', 'Font', 'Exercise', 'Human', 'Joint']","['Shorts', 'Person', 'Top', 'Shoe']",running is one of the best way to stay fit,0,5
1948,3171,10689.png,0,when you got an itch on your back that you can't reach but your white friend got you,"when you got an itch on your hackthat
you can't reach but your white trtend
gotyou
","['Joint', 'Muscle', 'Hand', 'Photography', 'Flesh', 'Neck', 'Gesture', 'Photo caption']","['Swimwear', 'Person', 'Person', 'Brassiere']",when you got an itch on your hack that you can not reach but your white trt end got you,1,3
1949,3172,08563.png,0,the terrible actions this all began with of one man doing a terrible job for mankind,"the terrible actions
Acfes Laind bleibt cwóa deuijch
SACO
HASI48764
this all began with of one man doing a terrible job for mankind
","['Land vehicle', 'Vehicle', 'Car', 'Vintage car', 'Motor vehicle', 'Classic car', 'Classic', 'Antique car', 'Coupé', 'Convertible']","['Wheel', 'Person', 'Person', 'Person', 'Car', 'Person', 'Person', 'Person', 'Person', 'Wheel']",the terrible action acfes la ind b lei bt c wade uij chs a co ha i this all began with of one man doing a terrible job for mankind,0,5
1950,3173,36570.png,0,or we'll kill you stop making fun of our peaceful religion,"or we'll kill you stop making
fun of our peaceful religion
","['Insect', 'Butterfly', 'Invertebrate', 'Moths and butterflies', 'Adaptation', 'Plant pathology', 'Organism', 'Macro photography', 'Pollinator', 'Arthropod']","['Insect', 'Insect', 'Animal']",or we will kill you stop making fun of our peaceful religion,1,2
1951,3174,71530.png,1,holocaust makes me sad!,"holocaust makês me sad!
","['Music', 'Performance', 'Singer', 'Album cover', 'Pop music', 'Black-and-white']","['Person', 'Clothing', 'Person']",holocaust mak me sad,1,5
1952,3177,70123.png,1,when your boy starts suckin her cock anyways when you accidently pick up a tranny hooker,"when your boy starts suckin her cock
anyways when youaccidently pick upa tranny hooker
","['Hair', 'Facial hair', 'Face', 'Facial expression', 'Beard', 'Chin', 'Moustache', 'Hairstyle', 'Jaw', 'Forehead']","['Person', 'Person', 'Clothing']",when your boy start suck in her cock anyways when you accident ly pick up a tran ny hooker,1,1
1953,3178,43520.png,0,knowing white people he's probably the father,"knowing white people
he's probably the father
","['Friendship', 'Text', 'Romance', 'Love', 'Interaction', 'Gesture', 'Fun', 'Photo caption', 'Happy', 'Font']","['Person', 'Person', 'Dress', 'Top', 'Pants', 'Top', 'Top']",knowing white people he is probably the father,1,3
1954,3179,14657.png,0,islam is the religion of peace peace over here peace over there,"islam is the religion
of peace
peace over here
peace over there
","['Facial hair', 'Hair', 'Beard', 'Moustache', 'Internet meme', 'Photo caption', 'Forehead', 'Photography', 'Media']","['Person', 'Hat', 'Clothing']",islam is the religion of peace peace over here peace over there,1,2
1955,3182,75241.png,0,he can be his new boy firend,"he can be his
new boy firend
","['Photo caption', 'Photography', 'Auto part', 'Learning', 'Child', 'Driving', 'Happy', 'Conversation', 'Passenger']","['Person', 'Person', 'Clothing', 'Person']",he can be his new boy fir end,1,1
1956,3183,78623.png,0,like if you agree defending the border is not a political option. it is a constitutional obligation,"like ifyou agree
CEF B
260FH
defending the border
is not a political
option. it is a
constitutional
obligation
","['Vehicle', 'Transport', 'Mode of transport', 'Soil', 'Geology', 'Off-roading', 'Car', 'Landscape', 'Adaptation', 'Photography']",['Toy vehicle'],like if you agree defending the border is not a political option it is a constitutional obligation,0,5
1957,3184,67190.png,0,a fire cracker,"afire cracker
SrowON Og
EMITS SHOWER
CAUTIO
Americ
So
Spiri
SF 890
J.
FI
blackcatfireworks.co
CAUTION
SHOWERS OF SPA
LOU UNDER COM
MON FOR OUTDOOR USE
ONLVEL
BLOOM
CRACKLING
nod
ANIAN
ENUS
","['Aluminum can', 'Soft drink', 'Junk food', 'Snack']","['Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods']",a fire cracker,0,5
1958,3185,79658.png,0,"bull shit, the evolved form of nonsense","bull shit,
the evolved form of nonsense
","['Text', 'Photo caption', 'Photography', 'Smile', 'Fun', 'Font', 'Happy', 'Adaptation', 'Stock photography', 'Vacation']","['Top', 'Person']",bull shit the evolved form of nonsense,1,5
1959,3186,68951.png,0,"if i get compared to michelle obama one more time, i'm gonna lose it!!!","ifi get compared to michelle
obama one more time, i'm gonna
lose it!!!
","['Chewbacca', 'Fictional character', 'Photo caption']","['Animal', 'Hat']",if i get compared to michelle obama one more time i am going to lose it,1,1
